,coral,tank,temp2,treat,pCO2,temp,pco2,species,colony,reefzone,SA,le,tp,rate,fpco2
1599,CFPE12,700_28_2,28.1,700_28,707.17,28,eoc,P,E,F,13.964,NA,total,-0.059,700
1600,CFPE14,280_28_2,27.9,280_28,314.65,28,pre,P,E,F,8.052,NA,total,-0.39,280
1601,CFPE15,2800_28_2,28.1,2800_28,3336.47,28,ext,P,E,F,5.674,NA,total,NA,2800
1602,CFPE16,2800_31_2,30.9,2800_31,3301.59,31,ext,P,E,F,8.129,NA,total,NA,2800
1603,CFPE18,400_31_2,31.1,400_31,447.02,31,cur,P,E,F,7.792,NA,total,NA,400
1604,CFPE2,280_28_3,27.9,280_28,317.27,28,pre,P,E,F,10.804,NA,total,-0.945,280
1605,CFPE20,280_31_2,30.9,280_31,286.61,31,pre,P,E,F,10.417,NA,total,NA,280
1606,CFPE26,700_31_2,30.9,700_31,677.35,31,eoc,P,E,F,6.355,NA,total,NA,700
1607,CFPE27,400_28_3,28,400_28,405.52,28,cur,P,E,F,4.181,NA,total,NA,400
1608,CFPE3,400_31_3,31.1,400_31,459.07,31,cur,P,E,F,9.348,NA,total,NA,400
1609,CFPE40,2800_28_1,28.1,2800_28,3369.78,28,ext,P,E,F,9.408,NA,total,-0.912,2800
1610,CFPE41,700_31_2,30.9,700_31,677.35,31,eoc,P,E,F,8.349,NA,total,NA,700
1611,CFPE42,2800_28_1,28.1,2800_28,3369.78,28,ext,P,E,F,9.626,NA,total,0.089,2800
1612,CFPE5,700_31_3,30.9,700_31,675.24,31,eoc,P,E,F,8.152,NA,total,NA,700
1613,CFPE6,700_28_3,28.1,700_28,689.5,28,eoc,P,E,F,10.186,NA,total,0.501,700
1614,CFPE7,2800_31_3,31,2800_31,3295.97,31,ext,P,E,F,9.58,NA,total,NA,2800
1615,CFPE8,2800_28_3,28.1,2800_28,3219.84,28,ext,P,E,F,11.411,NA,total,-0.27,2800
1616,CFPF1,280_31_3,30.9,280_31,291.58,31,pre,P,F,F,10.667,NA,total,0.323,280
1617,CFPF2,280_28_3,27.9,280_28,317.27,28,pre,P,F,F,11.07,NA,total,-0.7,280
1618,CFPF3,400_31_3,31.1,400_31,459.07,31,cur,P,F,F,12.464,NA,total,NA,400
1619,CFPF5,400_28_3,28,400_28,405.52,28,cur,P,F,F,14.774,NA,total,NA,400
1620,CFPF6,700_28_3,28.1,700_28,689.5,28,eoc,P,F,F,11.765,NA,total,-0.171,700
1621,CFPF7,2800_31_3,31,2800_31,3295.97,31,ext,P,F,F,12.335,NA,total,-0.94,2800
1622,CFPF8,2800_28_3,28.1,2800_28,3219.84,28,ext,P,F,F,15.117,NA,total,-0.013,2800
1623,CFPF9,700_31_2,30.9,700_31,677.35,31,eoc,P,F,F,13.106,NA,total,NA,700
1642,CFSC3,400_31_2,31.1,400_31,447.02,31,cur,S,C,F,10.175,NA,total,NA,400
1649,CFSD3,400_31_2,31.1,400_31,447.02,31,cur,S,D,F,10.206,NA,total,2.224,400
1663,CFSF1,280_31_3,30.9,280_31,291.58,31,pre,S,F,F,9.061,NA,total,NA,280
1671,CFTA1,280_31_1,31,280_31,286.83,31,pre,T,A,F,21.287,NA,total,NA,280
1672,CFTA2,280_28_1,28,280_28,302.69,28,pre,T,A,F,32.06,NA,total,0.112,280
1673,CFTA3,400_31_1,31.1,400_31,434.02,31,cur,T,A,F,22.776,NA,total,NA,400
1674,CFTA5,700_31_1,30.9,700_31,666.85,31,eoc,T,A,F,18.185,NA,total,NA,700
1675,CFTA6,700_28_1,28,700_28,707.6,28,eoc,T,A,F,17.827,NA,total,-0.043,700
1676,CFTA7,2800_31_1,30.9,2800_31,3258.29,31,ext,T,A,F,2.351,NA,total,NA,2800
1677,CFTA8,2800_28_1,28.1,2800_28,3369.78,28,ext,T,A,F,18.647,NA,total,-0.259,2800
1678,CFTA9,400_28_1,28,400_28,408.25,28,cur,T,A,F,19.934,NA,total,NA,400
1679,CFTB1,280_31_1,31,280_31,286.83,31,pre,T,B,F,28.263,NA,total,NA,280
1680,CFTB2,280_28_1,28,280_28,302.69,28,pre,T,B,F,23.661,NA,total,0.074,280
1681,CFTB3,400_31_1,31.1,400_31,434.02,31,cur,T,B,F,25.811,NA,total,NA,400
1682,CFTB5,700_31_1,30.9,700_31,666.85,31,eoc,T,B,F,23.153,NA,total,NA,700
1683,CFTB6,700_28_1,28,700_28,707.6,28,eoc,T,B,F,25.62,NA,total,NA,700
1684,CFTB7,2800_31_1,30.9,2800_31,3258.29,31,ext,T,B,F,17.136,NA,total,NA,2800
1685,CFTB8,400_28_1,28,400_28,408.25,28,cur,T,B,F,1.68,NA,total,NA,400
1686,CFTC3,400_31_2,31.1,400_31,447.02,31,cur,T,C,F,1.017,NA,total,NA,400
1687,CFTD1,400_28_2,28.1,400_28,400.02,28,cur,T,D,F,20.389,NA,total,0.107,400
1688,CFTD2,280_28_2,27.9,280_28,314.65,28,pre,T,D,F,41.524,NA,total,0.037,280
1689,CFTD3,400_31_2,31.1,400_31,447.02,31,cur,T,D,F,131.726,NA,total,NA,400
1690,CFTD6,700_28_2,28.1,700_28,707.17,28,eoc,T,D,F,8.314,NA,total,NA,700
1691,CFTD8,2800_28_2,28.1,2800_28,3336.47,28,ext,T,D,F,13.477,NA,total,NA,2800
1692,CFTF2,400_28_3,28,400_28,405.52,28,cur,T,F,F,21.864,NA,total,0.145,400
1693,CFTF5,700_31_3,30.9,700_31,675.24,31,eoc,T,F,F,12.043,NA,total,NA,700
1694,CFTF6,700_28_3,28.1,700_28,689.5,28,eoc,T,F,F,22.768,NA,total,NA,700
1695,CNAA1,280_31_1,31,280_31,286.83,31,pre,A,A,N,15.444,NA,total,NA,280
1701,CNAA7,2800_31_1,30.9,2800_31,3258.29,31,ext,A,A,N,11.976,NA,total,-0.231,2800
1707,CNAB15,700_28_1,28,700_28,707.6,28,eoc,A,B,N,5.263,NA,total,NA,700
1709,CNAB5,700_31_1,30.9,700_31,666.85,31,eoc,A,B,N,12.294,NA,total,NA,700
1710,CNAB7,2800_31_1,30.9,2800_31,3258.29,31,ext,A,B,N,9.177,NA,total,NA,2800
1717,CNAC7,2800_31_2,30.9,2800_31,3301.59,31,ext,A,C,N,11.878,NA,total,NA,2800
1719,CNAD1,280_31_2,30.9,280_31,286.61,31,pre,A,D,N,11.811,NA,total,NA,280
1720,CNAD10,280_28_2,27.9,280_28,314.65,28,pre,A,D,N,11.882,NA,total,-0.478,280
1722,CNAD5,700_31_2,30.9,700_31,677.35,31,eoc,A,D,N,12.119,NA,total,-0.109,700
1723,CNAD6,700_28_2,28.1,700_28,707.17,28,eoc,A,D,N,11.062,NA,total,-0.535,700
1727,CNAE1,280_31_3,30.9,280_31,291.58,31,pre,A,E,N,9.232,NA,total,NA,280
1730,CNAE5,700_31_3,30.9,700_31,675.24,31,eoc,A,E,N,9.883,NA,total,-0.05,700
1732,CNAE7,2800_31_3,31,2800_31,3295.97,31,ext,A,E,N,7.256,NA,total,-0.657,2800
1737,CNAF2,280_28_3,27.9,280_28,317.27,28,pre,A,F,N,12.532,NA,total,NA,280
1740,CNAF7,2800_31_3,31,2800_31,3295.97,31,ext,A,F,N,10.895,NA,total,-0.713,2800
1741,CNPA1,400_28_1,28,400_28,408.25,28,cur,P,A,N,9.378,NA,total,0.192,400
1742,CNPA13,700_28_1,28,700_28,707.6,28,eoc,P,A,N,10.623,NA,total,-0.073,700
1743,CNPA2,280_28_1,28,280_28,302.69,28,pre,P,A,N,10.66,NA,total,2.261,280
1744,CNPA3,400_31_1,31.1,400_31,434.02,31,cur,P,A,N,10.348,NA,total,NA,400
1745,CNPA5,700_31_1,30.9,700_31,666.85,31,eoc,P,A,N,9.552,NA,total,NA,700
1746,CNPA6,2800_28_1,28.1,2800_28,3369.78,28,ext,P,A,N,13.452,NA,total,0.097,2800
1747,CNPA7,2800_31_1,30.9,2800_31,3258.29,31,ext,P,A,N,8.038,NA,total,NA,2800
1748,CNPB1,400_28_1,28,400_28,408.25,28,cur,P,B,N,11.973,NA,total,1.786,400
1749,CNPB14,280_31_1,31,280_31,286.83,31,pre,P,B,N,10.359,NA,total,NA,280
1750,CNPB2,280_28_1,28,280_28,302.69,28,pre,P,B,N,13.278,NA,total,1.952,280
1751,CNPB20,280_31_1,31,280_31,286.83,31,pre,P,B,N,2.963,NA,total,0.418,280
1752,CNPB3,400_31_1,31.1,400_31,434.02,31,cur,P,B,N,12.758,NA,total,0.008,400
1753,CNPB5,700_31_1,30.9,700_31,666.85,31,eoc,P,B,N,13.166,NA,total,0.208,700
1754,CNPB6,700_28_1,28,700_28,707.6,28,eoc,P,B,N,11.874,NA,total,0.834,700
1755,CNPB7,2800_31_1,30.9,2800_31,3258.29,31,ext,P,B,N,11.55,NA,total,-0.993,2800
1756,CNPB8,2800_28_1,28.1,2800_28,3369.78,28,ext,P,B,N,10.855,NA,total,1.505,2800
1757,CNPC1,280_31_2,30.9,280_31,286.61,31,pre,P,C,N,12.071,NA,total,NA,280
1758,CNPC12,400_28_2,28.1,400_28,400.02,28,cur,P,C,N,9.193,NA,total,NA,400
1759,CNPC2,280_28_2,27.9,280_28,314.65,28,pre,P,C,N,11.368,NA,total,NA,280
1760,CNPC3,400_31_2,31.1,400_31,447.02,31,cur,P,C,N,12.365,NA,total,NA,400
1761,CNPC5,700_31_2,30.9,700_31,677.35,31,eoc,P,C,N,8.09,NA,total,NA,700
1762,CNPC6,700_28_2,28.1,700_28,707.17,28,eoc,P,C,N,9.106,NA,total,-0.78,700
1763,CNPC7,2800_31_2,30.9,2800_31,3301.59,31,ext,P,C,N,10.719,NA,total,NA,2800
1764,CNPC8,2800_28_2,28.1,2800_28,3336.47,28,ext,P,C,N,8.709,NA,total,-1.068,2800
1765,CNPD1,280_31_2,30.9,280_31,286.61,31,pre,P,D,N,11.375,NA,total,0.855,280
1766,CNPD11,400_28_2,28.1,400_28,400.02,28,cur,P,D,N,5.005,NA,total,NA,400
1767,CNPD2,280_28_2,27.9,280_28,314.65,28,pre,P,D,N,9.539,NA,total,2.606,280
1768,CNPD3,400_31_2,31.1,400_31,447.02,31,cur,P,D,N,10.293,NA,total,0.453,400
1769,CNPD5,700_31_2,30.9,700_31,677.35,31,eoc,P,D,N,9.488,NA,total,0.19,700
1770,CNPD6,700_28_2,28.1,700_28,707.17,28,eoc,P,D,N,9.298,NA,total,0.779,700
1771,CNPD7,2800_31_2,30.9,2800_31,3301.59,31,ext,P,D,N,9.259,NA,total,-0.35,2800
1772,CNPD8,2800_28_2,28.1,2800_28,3336.47,28,ext,P,D,N,10.323,NA,total,0.426,2800
1773,CNPE1,280_31_3,30.9,280_31,291.58,31,pre,P,E,N,9.047,NA,total,0.297,280
1774,CNPE12,2800_31_3,31,2800_31,3295.97,31,ext,P,E,N,10.657,NA,total,-0.212,2800
1775,CNPE13,400_28_3,28,400_28,405.52,28,cur,P,E,N,7.806,NA,total,NA,400
1776,CNPE2,280_28_3,27.9,280_28,317.27,28,pre,P,E,N,9.957,NA,total,1.949,280
1777,CNPE3,400_31_3,31.1,400_31,459.07,31,cur,P,E,N,9.791,NA,total,-1.699,400
1778,CNPE5,700_31_3,30.9,700_31,675.24,31,eoc,P,E,N,9.326,NA,total,-0.416,700
1779,CNPE6,700_28_3,28.1,700_28,689.5,28,eoc,P,E,N,9.914,NA,total,1.464,700
1780,CNPE8,2800_28_3,28.1,2800_28,3219.84,28,ext,P,E,N,9.476,NA,total,-0.04,2800
1781,CNPF1,280_31_3,30.9,280_31,291.58,31,pre,P,F,N,10.141,NA,total,0.447,280
1782,CNPF17,400_28_3,28,400_28,405.52,28,cur,P,F,N,8.497,NA,total,NA,400
1783,CNPF2,280_28_3,27.9,280_28,317.27,28,pre,P,F,N,12.097,NA,total,2.526,280
1784,CNPF3,400_31_3,31.1,400_31,459.07,31,cur,P,F,N,10.91,NA,total,NA,400
1785,CNPF5,700_31_3,30.9,700_31,675.24,31,eoc,P,F,N,9.824,NA,total,NA,700
1786,CNPF6,700_28_3,28.1,700_28,689.5,28,eoc,P,F,N,9.59,NA,total,1.264,700
1787,CNPF7,2800_31_3,31,2800_31,3295.97,31,ext,P,F,N,11.322,NA,total,NA,2800
1788,CNPF8,2800_28_3,28.1,2800_28,3219.84,28,ext,P,F,N,13.066,NA,total,0.709,2800
1792,CNSA3,400_31_1,31.1,400_31,434.02,31,cur,S,A,N,4.803,NA,total,NA,400
1805,CNSC11,280_28_2,27.9,280_28,314.65,28,pre,S,C,N,8.779,NA,total,NA,280
1806,CNSC13,400_28_2,28.1,400_28,400.02,28,cur,S,C,N,5.035,NA,total,0.208,400
1820,CNSE1,280_31_3,30.9,280_31,291.58,31,pre,S,E,N,11.93,NA,total,NA,280
1821,CNSE11,280_28_3,27.9,280_28,317.27,28,pre,S,E,N,10.4,NA,total,0.658,280
1828,CNSF10,700_31_3,30.9,700_31,675.24,31,eoc,S,F,N,10.423,NA,total,NA,700
1835,CNTA1,280_31_1,31,280_31,286.83,31,pre,T,A,N,19.753,NA,total,NA,280
1837,CNTA2,280_28_1,28,280_28,302.69,28,pre,T,A,N,17.065,NA,total,NA,280
1838,CNTA3,400_31_1,31.1,400_31,434.02,31,cur,T,A,N,14.594,NA,total,NA,400
1839,CNTA5,700_31_1,30.9,700_31,666.85,31,eoc,T,A,N,28.876,NA,total,NA,700
1840,CNTA6,700_28_1,28,700_28,707.6,28,eoc,T,A,N,32.046,NA,total,NA,700
1841,CNTA8,2800_28_1,28.1,2800_28,3369.78,28,ext,T,A,N,32.326,NA,total,NA,2800
1842,CNTB12,400_31_1,31.1,400_31,434.02,31,cur,T,B,N,21.829,NA,total,NA,400
1843,CNTB13,700_28_1,28,700_28,707.6,28,eoc,T,B,N,26.117,NA,total,NA,700
1844,CNTB14,2800_31_1,30.9,2800_31,3258.29,31,ext,T,B,N,18.187,NA,total,NA,2800
1846,CNTB5,700_31_1,30.9,700_31,666.85,31,eoc,T,B,N,13.749,NA,total,NA,700
1847,CNTB8,2800_28_1,28.1,2800_28,3369.78,28,ext,T,B,N,13.526,NA,total,-0.29,2800
1849,CNTC1,280_31_2,30.9,280_31,286.61,31,pre,T,C,N,29.098,NA,total,NA,280
1851,CNTC11,2800_28_3,28.1,2800_28,3219.84,28,ext,T,C,N,14.844,NA,total,NA,2800
1852,CNTC14,2800_28_3,28.1,2800_28,3219.84,28,ext,T,C,N,10.181,NA,total,NA,2800
1855,CNTC20,280_31_3,30.9,280_31,291.58,31,pre,T,C,N,10.996,NA,total,NA,280
1858,CNTC3,400_31_2,31.1,400_31,447.02,31,cur,T,C,N,21.494,NA,total,NA,400
1859,CNTC5,700_31_2,30.9,700_31,677.35,31,eoc,T,C,N,25.703,NA,total,NA,700
1860,CNTC6,700_28_2,28.1,700_28,707.17,28,eoc,T,C,N,24.041,NA,total,NA,700
1861,CNTC8,2800_28_2,28.1,2800_28,3336.47,28,ext,T,C,N,6.998,NA,total,NA,2800
1866,CNTD3,400_31_2,31.1,400_31,447.02,31,cur,T,D,N,24.227,NA,total,NA,400
1867,CNTD5,700_31_2,30.9,700_31,677.35,31,eoc,T,D,N,21.945,NA,total,0.007,700
1868,CNTD6,700_28_2,28.1,700_28,707.17,28,eoc,T,D,N,22.357,NA,total,0.021,700
1869,CNTD7,2800_31_2,30.9,2800_31,3301.59,31,ext,T,D,N,18.206,NA,total,NA,2800
1870,CNTD8,2800_28_2,28.1,2800_28,3336.47,28,ext,T,D,N,26.287,NA,total,-0.196,2800
1873,CNTE15,280_31_3,30.9,280_31,291.58,31,pre,T,E,N,30.404,NA,total,0.173,280
1875,CNTE3,400_31_3,31.1,400_31,459.07,31,cur,T,E,N,19.365,NA,total,NA,400
1876,CNTE5,700_31_3,30.9,700_31,675.24,31,eoc,T,E,N,31.857,NA,total,NA,700
1879,CNTF1,280_31_3,30.9,280_31,291.58,31,pre,T,F,N,35.164,NA,total,NA,280
1881,CNTF3,400_31_3,31.1,400_31,459.07,31,cur,T,F,N,23.255,NA,total,NA,400
1882,CNTF5,700_31_3,30.9,700_31,675.24,31,eoc,T,F,N,19.357,NA,total,NA,700
1883,CNTF6,700_28_3,28.1,700_28,689.5,28,eoc,T,F,N,29.273,NA,total,0.101,700
1884,CNTF7,2800_31_3,31,2800_31,3295.97,31,ext,T,F,N,21.527,NA,total,NA,2800
1885,CNTF8,2800_28_3,28.1,2800_28,3219.84,28,ext,T,F,N,25.133,NA,total,-0.195,2800
