coral,tank,temp2,treat,pCO2,temp,pco2,species,colony,reefzone,SA,le,tp,rate2,fpco2,rate,gross
CNTE12,280_31_3,30.9,280_31,291.58,31,pre,T,E,N,15.083,7.00E-03,T30,0,280,0.338,
CNTE15,280_31_3,30.9,280_31,291.58,31,pre,T,E,N,30.404,NA,T30,0,280,0.263,
CNTE2,280_28_3,27.9,280_28,317.27,28,pre,T,E,N,13.619,6.00E-03,T30,0,280,0.275,
CNTE5,700_31_3,30.9,700_31,675.24,31,eoc,T,E,N,31.857,NA,T30,0,700,0.035,
CNTE6,700_28_3,28.1,700_28,689.5,28,eoc,T,E,N,30.319,7.00E-03,T30,0,700,0.391,
CNTE8,2800_28_3,28.1,2800_28,3219.84,28,ext,T,E,N,22.085,8.00E-03,T30,0,2800,0.182,
CNTF1,280_31_3,30.9,280_31,291.58,31,pre,T,F,N,35.164,NA,T30,0,280,0.172,
CNTF2,280_28_3,27.9,280_28,317.27,28,pre,T,F,N,26.052,5.00E-03,T30,0,280,0.047,
CNTF3,400_31_3,31.1,400_31,459.07,31,cur,T,F,N,23.255,NA,T30,0,400,0.016,
CNTF5,700_31_3,30.9,700_31,675.24,31,eoc,T,F,N,19.357,NA,T30,0,700,0.019,
CNTF6,700_28_3,28.1,700_28,689.5,28,eoc,T,F,N,29.273,NA,T30,0,700,0.204,
CNTF8,2800_28_3,28.1,2800_28,3219.84,28,ext,T,F,N,25.133,NA,T30,0,2800,0,
CFAB1,280_31_1,31,280_31,286.83,31,pre,A,B,F,12.419,NA,T30,NA,280,NA,
CFPA13,400_28_1,28,400_28,408.25,28,cur,P,A,F,3.784,NA,T30,NA,400,NA,
CFPC3,400_31_2,31.1,400_31,447.02,31,cur,P,C,F,9.186,NA,T30,NA,400,NA,
CFPC7,2800_31_2,30.9,2800_31,3301.59,31,ext,P,C,F,9.676,NA,T30,NA,2800,NA,
CFPE15,2800_28_2,28.1,2800_28,3336.47,28,ext,P,E,F,5.674,NA,T30,NA,2800,NA,
CFPE27,400_28_3,28,400_28,405.52,28,cur,P,E,F,4.181,NA,T30,NA,400,NA,
CFSC3,400_31_2,31.1,400_31,447.02,31,cur,S,C,F,10.175,NA,T30,NA,400,NA,
CFSF1,280_31_3,30.9,280_31,291.58,31,pre,S,F,F,9.061,NA,T30,NA,280,NA,
CFTA1,280_31_1,31,280_31,286.83,31,pre,T,A,F,21.287,NA,T30,NA,280,NA,
CFTA3,400_31_1,31.1,400_31,434.02,31,cur,T,A,F,22.776,NA,T30,NA,400,NA,
CFTA7,2800_31_1,30.9,2800_31,3258.29,31,ext,T,A,F,2.351,NA,T30,NA,2800,NA,
CFTA9,400_28_1,28,400_28,408.25,28,cur,T,A,F,19.934,NA,T30,NA,400,NA,
CFTB3,400_31_1,31.1,400_31,434.02,31,cur,T,B,F,25.811,NA,T30,NA,400,NA,
CFTB5,700_31_1,30.9,700_31,666.85,31,eoc,T,B,F,23.153,NA,T30,NA,700,NA,
CFTB7,2800_31_1,30.9,2800_31,3258.29,31,ext,T,B,F,17.136,NA,T30,NA,2800,NA,
CFTB8,400_28_1,28,400_28,408.25,28,cur,T,B,F,1.68,NA,T30,NA,400,NA,
CFTC3,400_31_2,31.1,400_31,447.02,31,cur,T,C,F,1.017,NA,T30,NA,400,NA,
CFTD3,400_31_2,31.1,400_31,447.02,31,cur,T,D,F,131.726,NA,T30,NA,400,NA,
CFTD6,700_28_2,28.1,700_28,707.17,28,eoc,T,D,F,8.314,NA,T30,NA,700,NA,
CFTD8,2800_28_2,28.1,2800_28,3336.47,28,ext,T,D,F,13.477,NA,T30,NA,2800,NA,
CFTF5,700_31_3,30.9,700_31,675.24,31,eoc,T,F,F,12.043,NA,T30,NA,700,NA,
CNAB7,2800_31_1,30.9,2800_31,3258.29,31,ext,A,B,N,9.177,NA,T30,NA,2800,NA,
CNAF2,280_28_3,27.9,280_28,317.27,28,pre,A,F,N,12.532,NA,T30,NA,280,NA,
CNPA3,400_31_1,31.1,400_31,434.02,31,cur,P,A,N,10.348,NA,T30,NA,400,NA,
CNPC12,400_28_2,28.1,400_28,400.02,28,cur,P,C,N,9.193,NA,T30,NA,400,NA,
CNPE13,400_28_3,28,400_28,405.52,28,cur,P,E,N,7.806,NA,T30,NA,400,NA,
CNSA3,400_31_1,31.1,400_31,434.02,31,cur,S,A,N,4.803,NA,T30,NA,400,NA,
CNSC11,280_28_2,27.9,280_28,314.65,28,pre,S,C,N,8.779,NA,T30,NA,280,NA,
CNSE1,280_31_3,30.9,280_31,291.58,31,pre,S,E,N,11.93,NA,T30,NA,280,NA,
CNSE23,2800_28_3,28.1,2800_28,3219.84,28,ext,S,E,N,10.929,8.00E-03,T30,NA,2800,NA,
CNTA1,280_31_1,31,280_31,286.83,31,pre,T,A,N,19.753,NA,T30,NA,280,NA,
CNTA3,400_31_1,31.1,400_31,434.02,31,cur,T,A,N,14.594,NA,T30,NA,400,NA,
CNTA5,700_31_1,30.9,700_31,666.85,31,eoc,T,A,N,28.876,NA,T30,NA,700,NA,
CNTB12,400_31_1,31.1,400_31,434.02,31,cur,T,B,N,21.829,NA,T30,NA,400,NA,
CNTB14,2800_31_1,30.9,2800_31,3258.29,31,ext,T,B,N,18.187,NA,T30,NA,2800,NA,
CNTB5,700_31_1,30.9,700_31,666.85,31,eoc,T,B,N,13.749,NA,T30,NA,700,NA,
CNTC3,400_31_2,31.1,400_31,447.02,31,cur,T,C,N,21.494,NA,T30,NA,400,NA,
CNTC5,700_31_2,30.9,700_31,677.35,31,eoc,T,C,N,25.703,NA,T30,NA,700,NA,
CNTC6,700_28_2,28.1,700_28,707.17,28,eoc,T,C,N,24.041,NA,T30,NA,700,NA,
CNTC8,2800_28_2,28.1,2800_28,3336.47,28,ext,T,C,N,6.998,NA,T30,NA,2800,NA,
CNTD3,400_31_2,31.1,400_31,447.02,31,cur,T,D,N,24.227,NA,T30,NA,400,NA,
CNTD7,2800_31_2,30.9,2800_31,3301.59,31,ext,T,D,N,18.206,NA,T30,NA,2800,NA,
CNTE3,400_31_3,31.1,400_31,459.07,31,cur,T,E,N,19.365,NA,T30,NA,400,NA,
CNTF7,2800_31_3,31,2800_31,3295.97,31,ext,T,F,N,21.527,NA,T30,NA,2800,NA,
CFAA1,280_31_1,31,280_31,286.83,31,pre,A,A,F,10.547,7.00E-03,Pre,0,280,2.562,
CFAA14,400_28_1,28,400_28,408.25,28,cur,A,A,F,10.418,4.00E-03,Pre,0,400,0.404,
CFAA2,280_28_1,28,280_28,302.69,28,pre,A,A,F,8.63,NA,Pre,0,280,0.768,
CFAA3,400_31_1,31.1,400_31,434.02,31,cur,A,A,F,10.159,NA,Pre,0,400,1.731,
CFAA5,700_31_1,30.9,700_31,666.85,31,eoc,A,A,F,8.814,NA,Pre,0,700,0.468,
CFAA6,700_28_1,28,700_28,707.6,28,eoc,A,A,F,12.19,3.00E-03,Pre,0,700,1.311,
CFAA7,2800_31_1,30.9,2800_31,3258.29,31,ext,A,A,F,8.122,NA,Pre,0,2800,-0.026,
CFAA8,2800_28_1,28.1,2800_28,3369.78,28,ext,A,A,F,11.967,3.00E-03,Pre,0,2800,0.323,
CFAB1,280_31_1,31,280_31,286.83,31,pre,A,B,F,12.419,NA,Pre,0,280,2.167,
CFAB11,700_28_1,28,700_28,707.6,28,eoc,A,B,F,10.074,3.00E-03,Pre,0,700,1,
CFAB18,400_28_1,28,400_28,408.25,28,cur,A,B,F,9.132,5.00E-03,Pre,0,400,0.336,
CFAB2,280_28_1,28,280_28,302.69,28,pre,A,B,F,10.698,4.00E-03,Pre,0,280,1.292,
CFAB3,400_31_1,31.1,400_31,434.02,31,cur,A,B,F,11.497,4.00E-03,Pre,0,400,0.261,
CFAB5,700_31_1,30.9,700_31,666.85,31,eoc,A,B,F,11.136,3.00E-03,Pre,0,700,0.712,
CFAB7,2800_31_1,30.9,2800_31,3258.29,31,ext,A,B,F,9.344,NA,Pre,0,2800,0.109,
CFAB8,2800_28_1,28.1,2800_28,3369.78,28,ext,A,B,F,9.958,2.00E-03,Pre,0,2800,0.854,
CFAC1,280_31_2,30.9,280_31,286.61,31,pre,A,C,F,8.561,4.00E-03,Pre,0,280,2.029,
CFAC12,400_28_2,28.1,400_28,400.02,28,cur,A,C,F,9.083,2.00E-03,Pre,0,400,-0.106,
CFAC2,280_28_2,27.9,280_28,314.65,28,pre,A,C,F,9.69,4.00E-03,Pre,0,280,1.857,
CFAC3,400_31_2,31.1,400_31,447.02,31,cur,A,C,F,10.757,3.00E-03,Pre,0,400,0.459,
CFAC5,700_31_2,30.9,700_31,677.35,31,eoc,A,C,F,11.743,NA,Pre,0,700,1.364,
CFAC6,700_28_2,28.1,700_28,707.17,28,eoc,A,C,F,10.222,5.00E-03,Pre,0,700,1.505,
CFAC7,2800_31_2,30.9,2800_31,3301.59,31,ext,A,C,F,9.936,NA,Pre,0,2800,0.635,
CFAC8,2800_28_2,28.1,2800_28,3336.47,28,ext,A,C,F,9.302,3.00E-03,Pre,0,2800,0.196,
CFAD1,280_31_2,30.9,280_31,286.61,31,pre,A,D,F,11.337,NA,Pre,0,280,0.979,
CFAD12,400_28_2,28.1,400_28,400.02,28,cur,A,D,F,5.764,NA,Pre,0,400,0.091,
CFAD2,280_28_2,27.9,280_28,314.65,28,pre,A,D,F,8.646,4.00E-03,Pre,0,280,0.73,
CFAD3,400_31_2,31.1,400_31,447.02,31,cur,A,D,F,9.959,NA,Pre,0,400,0.048,
CFAD5,700_31_2,30.9,700_31,677.35,31,eoc,A,D,F,9.903,3.00E-03,Pre,0,700,0.679,
CFAD6,700_28_2,28.1,700_28,707.17,28,eoc,A,D,F,8.446,5.00E-03,Pre,0,700,1.892,
CFAD7,2800_31_2,30.9,2800_31,3301.59,31,ext,A,D,F,7.797,NA,Pre,0,2800,-0.294,
CFAD8,2800_28_2,28.1,2800_28,3336.47,28,ext,A,D,F,9.366,5.00E-03,Pre,0,2800,0.317,
CFAE10,280_31_3,30.9,280_31,291.58,31,pre,A,E,F,8.362,NA,Pre,0,280,0.513,
CFAE15,280_28_3,27.9,280_28,317.27,28,pre,A,E,F,8.097,5.00E-03,Pre,0,280,0.399,
CFAE16,700_28_3,28.1,700_28,689.5,28,eoc,A,E,F,8.083,NA,Pre,0,700,0.471,
CFAE5,700_31_3,30.9,700_31,675.24,31,eoc,A,E,F,11.399,NA,Pre,0,700,1.455,
CFAE8,2800_28_3,28.1,2800_28,3219.84,28,ext,A,E,F,11.355,3.00E-03,Pre,0,2800,0.562,
CFAF1,280_31_3,30.9,280_31,291.58,31,pre,A,F,F,8.796,NA,Pre,0,280,1.518,
CFAF2,280_28_3,27.9,280_28,317.27,28,pre,A,F,F,10.805,5.00E-03,Pre,0,280,1.487,
CFAF3,400_31_3,31.1,400_31,459.07,31,cur,A,F,F,10.534,3.00E-03,Pre,0,400,0.804,
CFAF5,700_31_3,30.9,700_31,675.24,31,eoc,A,F,F,10.342,4.00E-03,Pre,0,700,0.499,
CFAF6,700_28_3,28.1,700_28,689.5,28,eoc,A,F,F,10.115,7.00E-03,Pre,0,700,1.272,
CFAF7,2800_31_3,31,2800_31,3295.97,31,ext,A,F,F,7.098,NA,Pre,0,2800,-0.132,
CFAF8,2800_28_3,28.1,2800_28,3219.84,28,ext,A,F,F,9.643,5.00E-03,Pre,0,2800,0.845,
CFAF9,400_28_3,28,400_28,405.52,28,cur,A,F,F,5.018,NA,Pre,0,400,-0.07,
CFPA1,280_31_1,31,280_31,286.83,31,pre,P,A,F,12.372,NA,Pre,0,280,2.516,
CFPA10,2800_28_2,28.1,2800_28,3336.47,28,ext,P,A,F,14.24,NA,Pre,0,2800,1.166,
CFPA11,400_31_2,31.1,400_31,447.02,31,cur,P,A,F,10.967,NA,Pre,0,400,2.083,
CFPA12,280_31_2,30.9,280_31,286.61,31,pre,P,A,F,18.462,0.018,Pre,0,280,1.872,
CFPA13,400_28_1,28,400_28,408.25,28,cur,P,A,F,3.784,NA,Pre,0,400,1.304,
CFPA2,280_28_1,28,280_28,302.69,28,pre,P,A,F,11.998,0.015,Pre,0,280,2.382,
CFPA20,700_31_2,30.9,700_31,677.35,31,eoc,P,A,F,10.441,NA,Pre,0,700,1.926,
CFPA21,280_28_2,27.9,280_28,314.65,28,pre,P,A,F,16.909,0.015,Pre,0,280,1.849,
CFPA22,2800_31_2,30.9,2800_31,3301.59,31,ext,P,A,F,9.655,NA,Pre,0,2800,1.271,
CFPA3,400_31_1,31.1,400_31,434.02,31,cur,P,A,F,12.671,NA,Pre,0,400,1.678,
CFPA5,700_31_1,30.9,700_31,666.85,31,eoc,P,A,F,13.511,NA,Pre,0,700,1.805,
CFPA6,700_28_1,28,700_28,707.6,28,eoc,P,A,F,11.948,0.015,Pre,0,700,2.21,
CFPA7,2800_31_1,30.9,2800_31,3258.29,31,ext,P,A,F,11.518,NA,Pre,0,2800,1.739,
CFPA8,2800_28_1,28.1,2800_28,3369.78,28,ext,P,A,F,7.292,0.015,Pre,0,2800,0.693,
CFPA9,700_28_2,28.1,700_28,707.17,28,eoc,P,A,F,14.665,0.016,Pre,0,700,1.817,
CFPB1,400_28_1,28,400_28,408.25,28,cur,P,B,F,7.942,NA,Pre,0,400,1.182,
CFPB12,2800_28_1,28.1,2800_28,3369.78,28,ext,P,B,F,9.46,NA,Pre,0,2800,1.49,
CFPB2,280_28_1,28,280_28,302.69,28,pre,P,B,F,10.94,NA,Pre,0,280,2.608,
CFPB3,400_31_1,31.1,400_31,434.02,31,cur,P,B,F,12.899,NA,Pre,0,400,2.633,
CFPB5,700_31_1,30.9,700_31,666.85,31,eoc,P,B,F,9.71,NA,Pre,0,700,1.551,
CFPB6,700_28_1,28,700_28,707.6,28,eoc,P,B,F,11.396,NA,Pre,0,700,2.1,
CFPB7,2800_31_1,30.9,2800_31,3258.29,31,ext,P,B,F,8.536,NA,Pre,0,2800,1.164,
CFPB9,280_31_1,31,280_31,286.83,31,pre,P,B,F,9.076,NA,Pre,0,280,1.998,
CFPC1,280_31_2,30.9,280_31,286.61,31,pre,P,C,F,10.227,NA,Pre,0,280,0.464,
CFPC10,400_28_2,28.1,400_28,400.02,28,cur,P,C,F,10.171,0.03,Pre,0,400,0.247,
CFPC11,280_28_2,27.9,280_28,314.65,28,pre,P,C,F,12.342,NA,Pre,0,280,1.454,
CFPC12,700_31_2,30.9,700_31,677.35,31,eoc,P,C,F,11.884,NA,Pre,0,700,0.866,
CFPC2,280_28_2,27.9,280_28,314.65,28,pre,P,C,F,10.872,0.021,Pre,0,280,1.549,
CFPC3,400_31_2,31.1,400_31,447.02,31,cur,P,C,F,9.186,NA,Pre,0,400,-1.233,
CFPC6,700_28_2,28.1,700_28,707.17,28,eoc,P,C,F,11.821,NA,Pre,0,700,1.581,
CFPC7,2800_31_2,30.9,2800_31,3301.59,31,ext,P,C,F,9.676,NA,Pre,0,2800,0.383,
CFPC8,2800_28_2,28.1,2800_28,3336.47,28,ext,P,C,F,10.075,0.019,Pre,0,2800,0.688,
CFPC9,400_31_2,31.1,400_31,447.02,31,cur,P,C,F,9.601,NA,Pre,0,400,1.499,
CFPD1,280_31_2,30.9,280_31,286.61,31,pre,P,D,F,12.425,0.017,Pre,0,280,0.517,
CFPD11,2800_28_2,28.1,2800_28,3336.47,28,ext,P,D,F,7.24,NA,Pre,0,2800,0.352,
CFPD2,280_28_2,27.9,280_28,314.65,28,pre,P,D,F,11.427,0.012,Pre,0,280,1.095,
CFPD3,400_31_2,31.1,400_31,447.02,31,cur,P,D,F,8.538,NA,Pre,0,400,0.625,
CFPD5,700_31_2,30.9,700_31,677.35,31,eoc,P,D,F,8.533,NA,Pre,0,700,0.536,
CFPD6,400_28_2,28.1,400_28,400.02,28,cur,P,D,F,8.239,NA,Pre,0,400,0.363,
CFPD7,2800_31_2,30.9,2800_31,3301.59,31,ext,P,D,F,11.931,NA,Pre,0,2800,0.746,
CFPD8,2800_28_2,28.1,2800_28,3336.47,28,ext,P,D,F,7.965,NA,Pre,0,2800,0.477,
CFPD9,700_28_2,28.1,700_28,707.17,28,eoc,P,D,F,7.055,NA,Pre,0,700,1.64,
CFPE1,280_31_3,30.9,280_31,291.58,31,pre,P,E,F,11.546,NA,Pre,0,280,0.655,
CFPE10,280_28_1,28,280_28,302.69,28,pre,P,E,F,11.543,NA,Pre,0,280,1.738,
CFPE12,700_28_2,28.1,700_28,707.17,28,eoc,P,E,F,13.964,NA,Pre,0,700,1.03,
CFPE14,280_28_2,27.9,280_28,314.65,28,pre,P,E,F,8.052,NA,Pre,0,280,0.538,
CFPE15,2800_28_2,28.1,2800_28,3336.47,28,ext,P,E,F,5.674,NA,Pre,0,2800,0.39,
CFPE16,2800_31_2,30.9,2800_31,3301.59,31,ext,P,E,F,8.129,NA,Pre,0,2800,-0.189,
CFPE18,400_31_2,31.1,400_31,447.02,31,cur,P,E,F,7.792,NA,Pre,0,400,0.755,
CFPE2,280_28_3,27.9,280_28,317.27,28,pre,P,E,F,10.804,NA,Pre,0,280,0.566,
CFPE20,280_31_2,30.9,280_31,286.61,31,pre,P,E,F,10.417,NA,Pre,0,280,-0.351,
CFPE26,700_31_2,30.9,700_31,677.35,31,eoc,P,E,F,6.355,NA,Pre,0,700,1.211,
CFPE27,400_28_3,28,400_28,405.52,28,cur,P,E,F,4.181,NA,Pre,0,400,-0.29,
CFPE3,400_31_3,31.1,400_31,459.07,31,cur,P,E,F,9.348,NA,Pre,0,400,-0.249,
CFPE40,2800_28_1,28.1,2800_28,3369.78,28,ext,P,E,F,9.408,NA,Pre,0,2800,0.148,
CFPE42,2800_28_1,28.1,2800_28,3369.78,28,ext,P,E,F,9.626,NA,Pre,0,2800,-0.085,
CFPE5,700_31_3,30.9,700_31,675.24,31,eoc,P,E,F,8.152,NA,Pre,0,700,2.036,
CFPE6,700_28_3,28.1,700_28,689.5,28,eoc,P,E,F,10.186,NA,Pre,0,700,1.063,
CFPE7,2800_31_3,31,2800_31,3295.97,31,ext,P,E,F,9.58,NA,Pre,0,2800,0.949,
CFPE8,2800_28_3,28.1,2800_28,3219.84,28,ext,P,E,F,11.411,NA,Pre,0,2800,1.096,
CFPF1,280_31_3,30.9,280_31,291.58,31,pre,P,F,F,10.667,NA,Pre,0,280,1.497,
CFPF2,280_28_3,27.9,280_28,317.27,28,pre,P,F,F,11.07,NA,Pre,0,280,0.939,
CFPF3,400_31_3,31.1,400_31,459.07,31,cur,P,F,F,12.464,NA,Pre,0,400,1.202,
CFPF5,400_28_3,28,400_28,405.52,28,cur,P,F,F,14.774,NA,Pre,0,400,-0.35,
CFPF6,700_28_3,28.1,700_28,689.5,28,eoc,P,F,F,11.765,NA,Pre,0,700,0.92,
CFPF7,2800_31_3,31,2800_31,3295.97,31,ext,P,F,F,12.335,NA,Pre,0,2800,1.026,
CFPF8,2800_28_3,28.1,2800_28,3219.84,28,ext,P,F,F,15.117,NA,Pre,0,2800,0.775,
CFPF9,700_31_2,30.9,700_31,677.35,31,eoc,P,F,F,13.106,NA,Pre,0,700,0.474,
CFSA1,280_31_1,31,280_31,286.83,31,pre,S,A,F,10.283,6.00E-03,Pre,0,280,1.109,
CFSA10,2800_28_1,28.1,2800_28,3369.78,28,ext,S,A,F,6.446,5.00E-03,Pre,0,2800,0.287,
CFSA14,280_28_1,28,280_28,302.69,28,pre,S,A,F,4.661,7.00E-03,Pre,0,280,0.485,
CFSA2,400_28_1,28,400_28,408.25,28,cur,S,A,F,8.3,5.00E-03,Pre,0,400,0.51,
CFSA3,400_31_1,31.1,400_31,434.02,31,cur,S,A,F,10.181,4.00E-03,Pre,0,400,0.389,
CFSA5,700_31_1,30.9,700_31,666.85,31,eoc,S,A,F,8.918,4.00E-03,Pre,0,700,1.365,
CFSA6,700_28_1,28,700_28,707.6,28,eoc,S,A,F,9.068,3.00E-03,Pre,0,700,0.605,
CFSA7,2800_31_1,30.9,2800_31,3258.29,31,ext,S,A,F,8.812,5.00E-03,Pre,0,2800,0.964,
CFSB1,280_31_1,31,280_31,286.83,31,pre,S,B,F,12.31,6.00E-03,Pre,0,280,2.336,
CFSB10,400_31_1,31.1,400_31,434.02,31,cur,S,B,F,11.296,0.01,Pre,0,400,1.846,
CFSB13,400_28_1,28,400_28,408.25,28,cur,S,B,F,12.975,0.01,Pre,0,400,0.446,
CFSB2,280_28_1,28,280_28,302.69,28,pre,S,B,F,10.805,8.00E-03,Pre,0,280,1.017,
CFSB5,700_31_1,30.9,700_31,666.85,31,eoc,S,B,F,11.185,8.00E-03,Pre,0,700,1.855,
CFSB6,700_28_1,28,700_28,707.6,28,eoc,S,B,F,12.153,7.00E-03,Pre,0,700,1.186,
CFSB7,2800_31_1,30.9,2800_31,3258.29,31,ext,S,B,F,11.199,2.00E-03,Pre,0,2800,0.594,
CFSC14,400_28_2,28.1,400_28,400.02,28,cur,S,C,F,10.229,7.00E-03,Pre,0,400,0.684,
CFSC2,280_28_2,27.9,280_28,314.65,28,pre,S,C,F,8.893,7.00E-03,Pre,0,280,0.595,
CFSC3,400_31_2,31.1,400_31,447.02,31,cur,S,C,F,10.175,NA,Pre,0,400,1.177,
CFSC5,700_31_2,30.9,700_31,677.35,31,eoc,S,C,F,9.915,6.00E-03,Pre,0,700,1.709,
CFSC6,700_28_2,28.1,700_28,707.17,28,eoc,S,C,F,8.956,8.00E-03,Pre,0,700,0.578,
CFSC7,2800_31_2,30.9,2800_31,3301.59,31,ext,S,C,F,9.433,7.00E-03,Pre,0,2800,0.893,
CFSC9,2800_28_2,28.1,2800_28,3336.47,28,ext,S,C,F,9.262,6.00E-03,Pre,0,2800,0.665,
CFSD1,280_31_2,30.9,280_31,286.61,31,pre,S,D,F,10.682,9.00E-03,Pre,0,280,2.189,
CFSD11,280_28_2,27.9,280_28,314.65,28,pre,S,D,F,10.905,6.00E-03,Pre,0,280,2.19,
CFSD3,400_31_2,31.1,400_31,447.02,31,cur,S,D,F,10.206,NA,Pre,0,400,2.032,
CFSD5,700_31_2,30.9,700_31,677.35,31,eoc,S,D,F,12.59,0.011,Pre,0,700,2.566,
CFSD6,700_28_2,28.1,700_28,707.17,28,eoc,S,D,F,9.677,0.015,Pre,0,700,1.963,
CFSD7,2800_31_2,30.9,2800_31,3301.59,31,ext,S,D,F,11.137,0.01,Pre,0,2800,2.033,
CFSD8,2800_28_2,28.1,2800_28,3336.47,28,ext,S,D,F,8.568,0.012,Pre,0,2800,1.894,
CFSD9,400_28_2,28.1,400_28,400.02,28,cur,S,D,F,11.455,0.015,Pre,0,400,0.467,
CFSE1,280_31_3,30.9,280_31,291.58,31,pre,S,E,F,8.451,4.00E-03,Pre,0,280,0.649,
CFSE11,400_28_3,28,400_28,405.52,28,cur,S,E,F,1.88,8.00E-03,Pre,0,400,0.689,
CFSE3,400_31_3,31.1,400_31,459.07,31,cur,S,E,F,9.104,8.00E-03,Pre,0,400,1.38,
CFSE5,700_31_3,30.9,700_31,675.24,31,eoc,S,E,F,9.119,7.00E-03,Pre,0,700,1.582,
CFSE6,700_28_3,28.1,700_28,689.5,28,eoc,S,E,F,8.178,6.00E-03,Pre,0,700,1.168,
CFSE7,2800_31_3,31,2800_31,3295.97,31,ext,S,E,F,8.936,6.00E-03,Pre,0,2800,2.12,
CFSE8,2800_28_3,28.1,2800_28,3219.84,28,ext,S,E,F,6.848,5.00E-03,Pre,0,2800,0.586,
CFSF1,280_31_3,30.9,280_31,291.58,31,pre,S,F,F,9.061,NA,Pre,0,280,1.561,
CFSF11,400_28_3,28,400_28,405.52,28,cur,S,F,F,10.117,0.01,Pre,0,400,0.393,
CFSF16,2800_28_3,28.1,2800_28,3219.84,28,ext,S,F,F,11.373,5.00E-03,Pre,0,2800,1.852,
CFSF2,280_28_3,27.9,280_28,317.27,28,pre,S,F,F,10.837,8.00E-03,Pre,0,280,1.549,
CFSF3,400_31_3,31.1,400_31,459.07,31,cur,S,F,F,7.627,5.00E-03,Pre,0,400,0.332,
CFSF5,700_31_3,30.9,700_31,675.24,31,eoc,S,F,F,9.508,9.00E-03,Pre,0,700,1.14,
CFSF6,700_28_3,28.1,700_28,689.5,28,eoc,S,F,F,10.336,7.00E-03,Pre,0,700,0.96,
CFSF7,2800_31_3,31,2800_31,3295.97,31,ext,S,F,F,11.597,8.00E-03,Pre,0,2800,0.93,
CFTA1,280_31_1,31,280_31,286.83,31,pre,T,A,F,21.287,NA,Pre,0,280,0.708,
CFTA2,280_28_1,28,280_28,302.69,28,pre,T,A,F,32.06,NA,Pre,0,280,0.434,
CFTA3,400_31_1,31.1,400_31,434.02,31,cur,T,A,F,22.776,NA,Pre,0,400,0.362,
CFTA5,700_31_1,30.9,700_31,666.85,31,eoc,T,A,F,18.185,NA,Pre,0,700,0.414,
CFTA6,700_28_1,28,700_28,707.6,28,eoc,T,A,F,17.827,NA,Pre,0,700,0.543,
CFTA7,2800_31_1,30.9,2800_31,3258.29,31,ext,T,A,F,2.351,NA,Pre,0,2800,0.451,
CFTA8,2800_28_1,28.1,2800_28,3369.78,28,ext,T,A,F,18.647,NA,Pre,0,2800,0.366,
CFTA9,400_28_1,28,400_28,408.25,28,cur,T,A,F,19.934,NA,Pre,0,400,0.106,
CFTB1,280_31_1,31,280_31,286.83,31,pre,T,B,F,28.263,NA,Pre,0,280,0.494,
CFTB2,280_28_1,28,280_28,302.69,28,pre,T,B,F,23.661,NA,Pre,0,280,0.222,
CFTB3,400_31_1,31.1,400_31,434.02,31,cur,T,B,F,25.811,NA,Pre,0,400,0.204,
CFTB5,700_31_1,30.9,700_31,666.85,31,eoc,T,B,F,23.153,NA,Pre,0,700,0.122,
CFTB6,700_28_1,28,700_28,707.6,28,eoc,T,B,F,25.62,NA,Pre,0,700,0.392,
CFTB7,2800_31_1,30.9,2800_31,3258.29,31,ext,T,B,F,17.136,NA,Pre,0,2800,0.065,
CFTB8,400_28_1,28,400_28,408.25,28,cur,T,B,F,1.68,NA,Pre,0,400,-1.213,
CFTC3,400_31_2,31.1,400_31,447.02,31,cur,T,C,F,1.017,NA,Pre,0,400,1.179,
CFTD1,400_28_2,28.1,400_28,400.02,28,cur,T,D,F,20.389,NA,Pre,0,400,0.078,
CFTD2,280_28_2,27.9,280_28,314.65,28,pre,T,D,F,41.524,NA,Pre,0,280,0.246,
CFTD3,400_31_2,31.1,400_31,447.02,31,cur,T,D,F,131.726,NA,Pre,0,400,0.011,
CFTD6,700_28_2,28.1,700_28,707.17,28,eoc,T,D,F,8.314,NA,Pre,0,700,0.965,
CFTD8,2800_28_2,28.1,2800_28,3336.47,28,ext,T,D,F,13.477,NA,Pre,0,2800,0.163,
CFTF2,400_28_3,28,400_28,405.52,28,cur,T,F,F,21.864,NA,Pre,0,400,0.079,
CFTF5,700_31_3,30.9,700_31,675.24,31,eoc,T,F,F,12.043,NA,Pre,0,700,0.451,
CFTF6,700_28_3,28.1,700_28,689.5,28,eoc,T,F,F,22.768,NA,Pre,0,700,0.553,
CNAA1,280_31_1,31,280_31,286.83,31,pre,A,A,N,15.444,NA,Pre,0,280,1.702,
CNAA14,700_28_1,28,700_28,707.6,28,eoc,A,A,N,12.178,3.00E-03,Pre,0,700,1.501,
CNAA2,280_28_1,28,280_28,302.69,28,pre,A,A,N,12.034,5.00E-03,Pre,0,280,1.703,
CNAA3,400_31_1,31.1,400_31,434.02,31,cur,A,A,N,10.905,7.00E-03,Pre,0,400,0.595,
CNAA5,700_31_1,30.9,700_31,666.85,31,eoc,A,A,N,10.874,3.00E-03,Pre,0,700,2.063,
CNAA6,400_28_1,28,400_28,408.25,28,cur,A,A,N,8.667,5.00E-03,Pre,0,400,0.466,
CNAA7,2800_31_1,30.9,2800_31,3258.29,31,ext,A,A,N,11.976,NA,Pre,0,2800,0.779,
