coral,tank,temp2,treat,pCO2,temp,pco2,species,colony,reefzone,SA,le,tp,rate2,fpco2,rate,gross
CFSB13,400_28_1,28,400_28,408.25,28,cur,S,B,F,12.975,0.01,T90,0,400,1.533,
CFSB2,280_28_1,28,280_28,302.69,28,pre,S,B,F,10.805,8.00E-03,T90,0,280,1.095,
CFSB3,2800_28_1,28.1,2800_28,3369.78,28,ext,S,B,F,9.702,3.00E-03,T90,0,2800,-0.575,
CFSB5,700_31_1,30.9,700_31,666.85,31,eoc,S,B,F,11.185,8.00E-03,T90,0,700,0.992,
CFSB6,700_28_1,28,700_28,707.6,28,eoc,S,B,F,12.153,7.00E-03,T90,0,700,1.026,
CFSB7,2800_31_1,30.9,2800_31,3258.29,31,ext,S,B,F,11.199,2.00E-03,T90,0,2800,-0.626,
CFSC14,400_28_2,28.1,400_28,400.02,28,cur,S,C,F,10.229,7.00E-03,T90,0,400,1.631,
CFSC2,280_28_2,27.9,280_28,314.65,28,pre,S,C,F,8.893,7.00E-03,T90,0,280,0.93,
CFSC5,700_31_2,30.9,700_31,677.35,31,eoc,S,C,F,9.915,6.00E-03,T90,0,700,2.207,
CFSC6,700_28_2,28.1,700_28,707.17,28,eoc,S,C,F,8.956,8.00E-03,T90,0,700,0.981,
CFSC7,2800_31_2,30.9,2800_31,3301.59,31,ext,S,C,F,9.433,7.00E-03,T90,0,2800,0.264,
CFSC9,2800_28_2,28.1,2800_28,3336.47,28,ext,S,C,F,9.262,6.00E-03,T90,0,2800,-0.968,
CFSD1,280_31_2,30.9,280_31,286.61,31,pre,S,D,F,10.682,9.00E-03,T90,0,280,2.06,
CFSD11,280_28_2,27.9,280_28,314.65,28,pre,S,D,F,10.905,6.00E-03,T90,0,280,0.854,
CFSD3,400_31_2,31.1,400_31,447.02,31,cur,S,D,F,10.206,NA,T90,0,400,2.647,
CFSD4,280_28_3,27.9,280_28,317.27,28,pre,S,D,F,11.381,0.011,T90,0,280,1.732,
CFSD5,700_31_2,30.9,700_31,677.35,31,eoc,S,D,F,12.59,0.011,T90,0,700,1.207,
CFSD6,700_28_2,28.1,700_28,707.17,28,eoc,S,D,F,9.677,0.015,T90,0,700,1.374,
CFSD7,2800_31_2,30.9,2800_31,3301.59,31,ext,S,D,F,11.137,0.01,T90,0,2800,1.194,
CFSD8,2800_28_2,28.1,2800_28,3336.47,28,ext,S,D,F,8.568,0.012,T90,0,2800,0.395,
CFSD9,400_28_2,28.1,400_28,400.02,28,cur,S,D,F,11.455,0.015,T90,0,400,2.317,
CFSE1,280_31_3,30.9,280_31,291.58,31,pre,S,E,F,8.451,4.00E-03,T90,0,280,0.638,
CFSE11,400_28_3,28,400_28,405.52,28,cur,S,E,F,1.88,8.00E-03,T90,0,400,2.148,
CFSE3,400_31_3,31.1,400_31,459.07,31,cur,S,E,F,9.104,8.00E-03,T90,0,400,-0.639,
CFSE5,700_31_3,30.9,700_31,675.24,31,eoc,S,E,F,9.119,7.00E-03,T90,0,700,-1.231,
CFSE6,700_28_3,28.1,700_28,689.5,28,eoc,S,E,F,8.178,6.00E-03,T90,0,700,0.414,
CFSE7,2800_31_3,31,2800_31,3295.97,31,ext,S,E,F,8.936,6.00E-03,T90,0,2800,-0.91,
CFSE8,2800_28_3,28.1,2800_28,3219.84,28,ext,S,E,F,6.848,5.00E-03,T90,0,2800,-1.873,
CFSF11,400_28_3,28,400_28,405.52,28,cur,S,F,F,10.117,0.01,T90,0,400,1.414,
CFSF16,2800_28_3,28.1,2800_28,3219.84,28,ext,S,F,F,11.373,5.00E-03,T90,0,2800,0.162,
CFSF2,280_28_3,27.9,280_28,317.27,28,pre,S,F,F,10.837,8.00E-03,T90,0,280,2.109,
CFSF3,400_31_3,31.1,400_31,459.07,31,cur,S,F,F,7.627,5.00E-03,T90,0,400,1.97,
CFSF5,700_31_3,30.9,700_31,675.24,31,eoc,S,F,F,9.508,9.00E-03,T90,0,700,0.98,
CFSF6,700_28_3,28.1,700_28,689.5,28,eoc,S,F,F,10.336,7.00E-03,T90,0,700,1.057,
CFSF7,2800_31_3,31,2800_31,3295.97,31,ext,S,F,F,11.597,8.00E-03,T90,0,2800,0.415,
CFTA2,280_28_1,28,280_28,302.69,28,pre,T,A,F,32.06,NA,T90,0,280,0.08,
CFTA6,700_28_1,28,700_28,707.6,28,eoc,T,A,F,17.827,NA,T90,0,700,-0.125,
CFTA8,2800_28_1,28.1,2800_28,3369.78,28,ext,T,A,F,18.647,NA,T90,0,2800,-0.32,
CFTB2,280_28_1,28,280_28,302.69,28,pre,T,B,F,23.661,NA,T90,0,280,0.075,
CFTD1,400_28_2,28.1,400_28,400.02,28,cur,T,D,F,20.389,NA,T90,0,400,0.059,
CFTD2,280_28_2,27.9,280_28,314.65,28,pre,T,D,F,41.524,NA,T90,0,280,0.021,
CFTF2,400_28_3,28,400_28,405.52,28,cur,T,F,F,21.864,NA,T90,0,400,0.102,
CNAA14,700_28_1,28,700_28,707.6,28,eoc,A,A,N,12.178,3.00E-03,T90,0,700,-1.045,
CNAA2,280_28_1,28,280_28,302.69,28,pre,A,A,N,12.034,5.00E-03,T90,0,280,0.078,
CNAA3,400_31_1,31.1,400_31,434.02,31,cur,A,A,N,10.905,7.00E-03,T90,0,400,-1.427,
CNAA5,700_31_1,30.9,700_31,666.85,31,eoc,A,A,N,10.874,3.00E-03,T90,0,700,-1.363,
CNAA6,400_28_1,28,400_28,408.25,28,cur,A,A,N,8.667,5.00E-03,T90,0,400,-0.007,
CNAA7,2800_31_1,30.9,2800_31,3258.29,31,ext,A,A,N,11.976,NA,T90,0,2800,0.786,
CNAA9,2800_28_1,28.1,2800_28,3369.78,28,ext,A,A,N,10.005,4.00E-03,T90,0,2800,-0.663,
CNAB10,280_28_1,28,280_28,302.69,28,pre,A,B,N,9.038,9.00E-03,T90,0,280,-0.083,
CNAB11,400_31_1,31.1,400_31,434.02,31,cur,A,B,N,7.304,2.00E-03,T90,0,400,-0.372,
CNAB12,2800_28_1,28.1,2800_28,3369.78,28,ext,A,B,N,6.944,1.00E-03,T90,0,2800,-1.998,
CNAB13,280_31_1,31,280_31,286.83,31,pre,A,B,N,12.161,8.00E-03,T90,0,280,-0.015,
CNAB19,400_28_1,28,400_28,408.25,28,cur,A,B,N,6.617,8.00E-03,T90,0,400,-0.273,
CNAC1,280_31_2,30.9,280_31,286.61,31,pre,A,C,N,8.864,7.00E-03,T90,0,280,0.33,
CNAC12,400_28_2,28.1,400_28,400.02,28,cur,A,C,N,6.932,6.00E-03,T90,0,400,0.722,
CNAC2,280_28_2,27.9,280_28,314.65,28,pre,A,C,N,11.649,5.00E-03,T90,0,280,-0.529,
CNAC3,400_31_2,31.1,400_31,447.02,31,cur,A,C,N,8.534,4.00E-03,T90,0,400,-0.417,
CNAC5,700_31_2,30.9,700_31,677.35,31,eoc,A,C,N,9.56,2.00E-03,T90,0,700,-1.491,
CNAC6,700_28_2,28.1,700_28,707.17,28,eoc,A,C,N,10.235,5.00E-03,T90,0,700,-0.66,
CNAC8,2800_28_2,28.1,2800_28,3336.47,28,ext,A,C,N,10.829,2.00E-03,T90,0,2800,-1.587,
CNAD10,280_28_2,27.9,280_28,314.65,28,pre,A,D,N,11.882,NA,T90,0,280,-0.817,
CNAD3,400_31_2,31.1,400_31,447.02,31,cur,A,D,N,12.839,6.00E-03,T90,0,400,-0.258,
CNAD5,700_31_2,30.9,700_31,677.35,31,eoc,A,D,N,12.119,NA,T90,0,700,0.17,
CNAD6,700_28_2,28.1,700_28,707.17,28,eoc,A,D,N,11.062,NA,T90,0,700,-1.369,
CNAD7,2800_31_2,30.9,2800_31,3301.59,31,ext,A,D,N,12.793,3.00E-03,T90,0,2800,-0.915,
CNAD8,2800_28_2,28.1,2800_28,3336.47,28,ext,A,D,N,9.482,4.00E-03,T90,0,2800,-1.533,
CNAD9,400_28_2,28.1,400_28,400.02,28,cur,A,D,N,12.847,5.00E-03,T90,0,400,-1.446,
CNAE11,400_28_3,28,400_28,405.52,28,cur,A,E,N,9.245,4.00E-03,T90,0,400,-1.709,
CNAE2,280_28_3,27.9,280_28,317.27,28,pre,A,E,N,8.297,4.00E-03,T90,0,280,-0.916,
CNAE5,700_31_3,30.9,700_31,675.24,31,eoc,A,E,N,9.883,NA,T90,0,700,-1.593,
CNAE6,700_28_3,28.1,700_28,689.5,28,eoc,A,E,N,9.108,5.00E-03,T90,0,700,-0.914,
CNAE7,2800_31_3,31,2800_31,3295.97,31,ext,A,E,N,7.256,NA,T90,0,2800,-0.756,
CNAE8,2800_28_3,28.1,2800_28,3219.84,28,ext,A,E,N,7.201,2.00E-03,T90,0,2800,-1.801,
CNAF1,280_31_3,30.9,280_31,291.58,31,pre,A,F,N,13.161,8.00E-03,T90,0,280,0.412,
CNAF10,400_28_3,28,400_28,405.52,28,cur,A,F,N,7.282,4.00E-03,T90,0,400,0.232,
CNAF11,2800_28_3,28.1,2800_28,3219.84,28,ext,A,F,N,13.133,6.00E-03,T90,0,2800,-1.203,
CNAF5,700_31_3,30.9,700_31,675.24,31,eoc,A,F,N,11.216,4.00E-03,T90,0,700,-0.242,
CNAF6,700_28_3,28.1,700_28,689.5,28,eoc,A,F,N,12.997,0.011,T90,0,700,-0.603,
CNAF7,2800_31_3,31,2800_31,3295.97,31,ext,A,F,N,10.895,NA,T90,0,2800,-1.063,
CNPA1,400_28_1,28,400_28,408.25,28,cur,P,A,N,9.378,NA,T90,0,400,0.522,
CNPA13,700_28_1,28,700_28,707.6,28,eoc,P,A,N,10.623,NA,T90,0,700,-0.372,
CNPA2,280_28_1,28,280_28,302.69,28,pre,P,A,N,10.66,NA,T90,0,280,1.648,
CNPA6,2800_28_1,28.1,2800_28,3369.78,28,ext,P,A,N,13.452,NA,T90,0,2800,-0.509,
CNPB1,400_28_1,28,400_28,408.25,28,cur,P,B,N,11.973,NA,T90,0,400,3.034,
CNPB2,280_28_1,28,280_28,302.69,28,pre,P,B,N,13.278,NA,T90,0,280,2.231,
CNPB20,280_31_1,31,280_31,286.83,31,pre,P,B,N,2.963,NA,T90,0,280,0.174,
CNPB3,400_31_1,31.1,400_31,434.02,31,cur,P,B,N,12.758,NA,T90,0,400,0.048,
CNPB5,700_31_1,30.9,700_31,666.85,31,eoc,P,B,N,13.166,NA,T90,0,700,-1.749,
CNPB6,700_28_1,28,700_28,707.6,28,eoc,P,B,N,11.874,NA,T90,0,700,0.267,
CNPB7,2800_31_1,30.9,2800_31,3258.29,31,ext,P,B,N,11.55,NA,T90,0,2800,-0.891,
CNPB8,2800_28_1,28.1,2800_28,3369.78,28,ext,P,B,N,10.855,NA,T90,0,2800,1.348,
CNPC6,700_28_2,28.1,700_28,707.17,28,eoc,P,C,N,9.106,NA,T90,0,700,-2.45,
CNPC8,2800_28_2,28.1,2800_28,3336.47,28,ext,P,C,N,8.709,NA,T90,0,2800,-1.731,
CNPD1,280_31_2,30.9,280_31,286.61,31,pre,P,D,N,11.375,NA,T90,0,280,0.187,
CNPD2,280_28_2,27.9,280_28,314.65,28,pre,P,D,N,9.539,NA,T90,0,280,1.607,
CNPD3,400_31_2,31.1,400_31,447.02,31,cur,P,D,N,10.293,NA,T90,0,400,0.351,
CNPD5,700_31_2,30.9,700_31,677.35,31,eoc,P,D,N,9.488,NA,T90,0,700,-0.478,
CNPD6,700_28_2,28.1,700_28,707.17,28,eoc,P,D,N,9.298,NA,T90,0,700,0.173,
CNPD7,2800_31_2,30.9,2800_31,3301.59,31,ext,P,D,N,9.259,NA,T90,0,2800,-1.682,
CNPD8,2800_28_2,28.1,2800_28,3336.47,28,ext,P,D,N,10.323,NA,T90,0,2800,0.172,
CNPE1,280_31_3,30.9,280_31,291.58,31,pre,P,E,N,9.047,NA,T90,0,280,-0.102,
CNPE12,2800_31_3,31,2800_31,3295.97,31,ext,P,E,N,10.657,NA,T90,0,2800,-0.245,
CNPE2,280_28_3,27.9,280_28,317.27,28,pre,P,E,N,9.957,NA,T90,0,280,1.899,
CNPE3,400_31_3,31.1,400_31,459.07,31,cur,P,E,N,9.791,NA,T90,0,400,-3.204,
CNPE5,700_31_3,30.9,700_31,675.24,31,eoc,P,E,N,9.326,NA,T90,0,700,-1.962,
CNPE6,700_28_3,28.1,700_28,689.5,28,eoc,P,E,N,9.914,NA,T90,0,700,1.251,
CNPE8,2800_28_3,28.1,2800_28,3219.84,28,ext,P,E,N,9.476,NA,T90,0,2800,-0.886,
CNPF1,280_31_3,30.9,280_31,291.58,31,pre,P,F,N,10.141,NA,T90,0,280,0.147,
CNPF2,280_28_3,27.9,280_28,317.27,28,pre,P,F,N,12.097,NA,T90,0,280,2.446,
CNPF6,700_28_3,28.1,700_28,689.5,28,eoc,P,F,N,9.59,NA,T90,0,700,1.16,
CNPF8,2800_28_3,28.1,2800_28,3219.84,28,ext,P,F,N,13.066,NA,T90,0,2800,-0.375,
CNSA1,280_31_1,31,280_31,286.83,31,pre,S,A,N,9.448,6.00E-03,T90,0,280,0.662,
CNSA17,400_28_1,28,400_28,408.25,28,cur,S,A,N,6.707,6.00E-03,T90,0,400,0.682,
CNSA18,2800_31_1,30.9,2800_31,3258.29,31,ext,S,A,N,8.888,4.00E-03,T90,0,2800,-0.154,
CNSA5,700_31_1,30.9,700_31,666.85,31,eoc,S,A,N,8.813,6.00E-03,T90,0,700,0.216,
CNSA6,700_28_1,28,700_28,707.6,28,eoc,S,A,N,7.59,0.011,T90,0,700,0.25,
CNSA7,2800_28_1,28.1,2800_28,3369.78,28,ext,S,A,N,7.103,4.00E-03,T90,0,2800,-0.376,
CNSB1,280_31_1,31,280_31,286.83,31,pre,S,B,N,11.196,0.01,T90,0,280,0.755,
CNSB16,400_31_3,31.1,400_31,459.07,31,cur,S,B,N,11.49,9.00E-03,T90,0,400,1.142,
CNSB2,280_28_1,28,280_28,302.69,28,pre,S,B,N,10.862,0.013,T90,0,280,1.247,
CNSB20,2800_31_1,30.9,2800_31,3258.29,31,ext,S,B,N,6.394,6.00E-03,T90,0,2800,0.056,
CNSB3,400_31_1,31.1,400_31,434.02,31,cur,S,B,N,11.577,7.00E-03,T90,0,400,-0.051,
CNSB5,700_31_1,30.9,700_31,666.85,31,eoc,S,B,N,11.107,0.01,T90,0,700,0.855,
CNSB6,700_28_1,28,700_28,707.6,28,eoc,S,B,N,10.674,8.00E-03,T90,0,700,0.106,
CNSB7,400_28_1,28,400_28,408.25,28,cur,S,B,N,12.183,7.00E-03,T90,0,400,0.897,
CNSB8,2800_28_1,28.1,2800_28,3369.78,28,ext,S,B,N,9.859,0.01,T90,0,2800,0.151,
CNSC13,400_28_2,28.1,400_28,400.02,28,cur,S,C,N,5.035,NA,T90,0,400,0.873,
CNSC3,400_31_2,31.1,400_31,447.02,31,cur,S,C,N,7.851,5.00E-03,T90,0,400,0.839,
CNSC5,700_31_2,30.9,700_31,677.35,31,eoc,S,C,N,9.474,7.00E-03,T90,0,700,0.789,
CNSC6,700_28_2,28.1,700_28,707.17,28,eoc,S,C,N,10.399,0.01,T90,0,700,0.731,
CNSC7,2800_31_2,30.9,2800_31,3301.59,31,ext,S,C,N,9.315,6.00E-03,T90,0,2800,0.153,
CNSC8,2800_28_2,28.1,2800_28,3336.47,28,ext,S,C,N,8.767,7.00E-03,T90,0,2800,-0.44,
CNSD1,280_31_2,30.9,280_31,286.61,31,pre,S,D,N,9.161,8.00E-03,T90,0,280,0.763,
CNSD2,280_28_2,27.9,280_28,314.65,28,pre,S,D,N,8.986,0.011,T90,0,280,1.719,
CNSD3,400_31_2,31.1,400_31,447.02,31,cur,S,D,N,9.112,8.00E-03,T90,0,400,0.3,
CNSD5,700_31_2,30.9,700_31,677.35,31,eoc,S,D,N,10.957,0.01,T90,0,700,1.119,
CNSD6,700_28_2,28.1,700_28,707.17,28,eoc,S,D,N,8.568,0.013,T90,0,700,0.568,
CNSD7,2800_31_2,30.9,2800_31,3301.59,31,ext,S,D,N,8.368,0.01,T90,0,2800,-0.277,
CNSD8,2800_28_2,28.1,2800_28,3336.47,28,ext,S,D,N,8.356,0.011,T90,0,2800,0.441,
CNSD9,400_28_2,28.1,400_28,400.02,28,cur,S,D,N,8.1,0.012,T90,0,400,1.114,
CNSE11,280_28_3,27.9,280_28,317.27,28,pre,S,E,N,10.4,NA,T90,0,280,-0.183,
CNSE20,400_31_3,31.1,400_31,459.07,31,cur,S,E,N,11.112,7.00E-03,T90,0,400,1.566,
CNSE21,400_31_3,31.1,400_31,459.07,31,cur,S,E,N,9.522,5.00E-03,T90,0,400,1.833,
CNSE22,400_28_3,28,400_28,405.52,28,cur,S,E,N,8.415,6.00E-03,T90,0,400,2.589,
CNSE23,2800_28_3,28.1,2800_28,3219.84,28,ext,S,E,N,10.929,8.00E-03,T90,0,2800,-0.179,
CNSE5,700_31_3,30.9,700_31,675.24,31,eoc,S,E,N,10.615,5.00E-03,T90,0,700,-0.101,
CNSE7,2800_31_3,31,2800_31,3295.97,31,ext,S,E,N,12.69,9.00E-03,T90,0,2800,-0.094,
CNSF13,700_28_3,28.1,700_28,689.5,28,eoc,S,F,N,8.722,7.00E-03,T90,0,700,0.619,
CNSF15,2800_31_3,31,2800_31,3295.97,31,ext,S,F,N,10.255,8.00E-03,T90,0,2800,1.106,
CNSF20,400_28_3,28,400_28,405.52,28,cur,S,F,N,6.942,8.00E-03,T90,0,400,2.053,
CNSF23,280_28_3,27.9,280_28,317.27,28,pre,S,F,N,7.566,7.00E-03,T90,0,280,1.397,
CNSF24,280_31_3,30.9,280_31,291.58,31,pre,S,F,N,11.243,5.00E-03,T90,0,280,0.436,
CNSF25,2800_28_3,28.1,2800_28,3219.84,28,ext,S,F,N,9.462,8.00E-03,T90,0,2800,0.019,
CNTA11,400_28_1,28,400_28,408.25,28,cur,T,A,N,13.82,4.00E-03,T90,0,400,-0.06,
CNTB2,280_28_1,28,280_28,302.69,28,pre,T,B,N,19.043,4.00E-03,T90,0,280,0.09,
CNTB8,2800_28_1,28.1,2800_28,3369.78,28,ext,T,B,N,13.526,NA,T90,0,2800,-0.353,
CNTB9,400_28_1,28,400_28,408.25,28,cur,T,B,N,15.733,5.00E-03,T90,0,400,0.26,
CNTC10,280_28_3,27.9,280_28,317.27,28,pre,T,C,N,5.395,3.00E-03,T90,0,280,0.356,
CNTC16,280_28_2,27.9,280_28,314.65,28,pre,T,C,N,7.669,5.00E-03,T90,0,280,0.126,
CNTC2,280_28_2,27.9,280_28,314.65,28,pre,T,C,N,20.371,5.00E-03,T90,0,280,0.092,
CNTC21,400_28_2,28.1,400_28,400.02,28,cur,T,C,N,9.533,7.00E-03,T90,0,400,0.207,
CNTC22,280_31_2,30.9,280_31,286.61,31,pre,T,C,N,10.661,6.00E-03,T90,0,280,0.03,
CNTD1,280_31_2,30.9,280_31,286.61,31,pre,T,D,N,17.389,4.00E-03,T90,0,280,0.043,
CNTD13,400_28_2,28.1,400_28,400.02,28,cur,T,D,N,10.053,5.00E-03,T90,0,400,0.279,
CNTD15,280_28_3,27.9,280_28,317.27,28,pre,T,D,N,3.641,5.00E-03,T90,0,280,0.228,
CNTD2,280_28_2,27.9,280_28,314.65,28,pre,T,D,N,20.952,3.00E-03,T90,0,280,0.077,
CNTD5,700_31_2,30.9,700_31,677.35,31,eoc,T,D,N,21.945,NA,T90,0,700,-0.017,
CNTD6,700_28_2,28.1,700_28,707.17,28,eoc,T,D,N,22.357,NA,T90,0,700,0.009,
CNTD8,2800_28_2,28.1,2800_28,3336.47,28,ext,T,D,N,26.287,NA,T90,0,2800,-0.332,
CNTE10,400_28_3,28,400_28,405.52,28,cur,T,E,N,30.207,0.01,T90,0,400,0.527,
CNTE12,280_31_3,30.9,280_31,291.58,31,pre,T,E,N,15.083,7.00E-03,T90,0,280,0.085,
CNTE15,280_31_3,30.9,280_31,291.58,31,pre,T,E,N,30.404,NA,T90,0,280,0.085,
CNTE2,280_28_3,27.9,280_28,317.27,28,pre,T,E,N,13.619,6.00E-03,T90,0,280,0.019,
CNTE6,700_28_3,28.1,700_28,689.5,28,eoc,T,E,N,30.319,7.00E-03,T90,0,700,-0.034,
CNTE8,2800_28_3,28.1,2800_28,3219.84,28,ext,T,E,N,22.085,8.00E-03,T90,0,2800,-0.451,
CNTF2,280_28_3,27.9,280_28,317.27,28,pre,T,F,N,26.052,5.00E-03,T90,0,280,0.117,
CNTF6,700_28_3,28.1,700_28,689.5,28,eoc,T,F,N,29.273,NA,T90,0,700,0.027,
CNTF8,2800_28_3,28.1,2800_28,3219.84,28,ext,T,F,N,25.133,NA,T90,0,2800,-0.409,
CFAA5,700_31_1,30.9,700_31,666.85,31,eoc,A,A,F,8.814,NA,T90,NA,700,NA,
CFAA7,2800_31_1,30.9,2800_31,3258.29,31,ext,A,A,F,8.122,NA,T90,NA,2800,NA,
CFAB1,280_31_1,31,280_31,286.83,31,pre,A,B,F,12.419,NA,T90,NA,280,NA,
CFAB7,2800_31_1,30.9,2800_31,3258.29,31,ext,A,B,F,9.344,NA,T90,NA,2800,NA,
CFAC7,2800_31_2,30.9,2800_31,3301.59,31,ext,A,C,F,9.936,NA,T90,NA,2800,NA,
CFAD1,280_31_2,30.9,280_31,286.61,31,pre,A,D,F,11.337,NA,T90,NA,280,NA,
CFAD3,400_31_2,31.1,400_31,447.02,31,cur,A,D,F,9.959,NA,T90,NA,400,NA,
CFAD7,2800_31_2,30.9,2800_31,3301.59,31,ext,A,D,F,7.797,NA,T90,NA,2800,NA,
CFAE16,700_28_3,28.1,700_28,689.5,28,eoc,A,E,F,8.083,NA,T90,NA,700,NA,
CFAE5,700_31_3,30.9,700_31,675.24,31,eoc,A,E,F,11.399,NA,T90,NA,700,NA,
CFAF1,280_31_3,30.9,280_31,291.58,31,pre,A,F,F,8.796,NA,T90,NA,280,NA,
CFAF7,2800_31_3,31,2800_31,3295.97,31,ext,A,F,F,7.098,NA,T90,NA,2800,NA,
CFPA13,400_28_1,28,400_28,408.25,28,cur,P,A,F,3.784,NA,T90,NA,400,NA,
CFPA5,700_31_1,30.9,700_31,666.85,31,eoc,P,A,F,13.511,NA,T90,NA,700,NA,
CFPC1,280_31_2,30.9,280_31,286.61,31,pre,P,C,F,10.227,NA,T90,NA,280,NA,
CFPC3,400_31_2,31.1,400_31,447.02,31,cur,P,C,F,9.186,NA,T90,NA,400,NA,
CFPC7,2800_31_2,30.9,2800_31,3301.59,31,ext,P,C,F,9.676,NA,T90,NA,2800,NA,
CFPC9,400_31_2,31.1,400_31,447.02,31,cur,P,C,F,9.601,NA,T90,NA,400,NA,
CFPD3,400_31_2,31.1,400_31,447.02,31,cur,P,D,F,8.538,NA,T90,NA,400,NA,
CFPE1,280_31_3,30.9,280_31,291.58,31,pre,P,E,F,11.546,NA,T90,NA,280,NA,
CFPE15,2800_28_2,28.1,2800_28,3336.47,28,ext,P,E,F,5.674,NA,T90,NA,2800,NA,
CFPE16,2800_31_2,30.9,2800_31,3301.59,31,ext,P,E,F,8.129,NA,T90,NA,2800,NA,
CFPE18,400_31_2,31.1,400_31,447.02,31,cur,P,E,F,7.792,NA,T90,NA,400,NA,
CFPE20,280_31_2,30.9,280_31,286.61,31,pre,P,E,F,10.417,NA,T90,NA,280,NA,
CFPE26,700_31_2,30.9,700_31,677.35,31,eoc,P,E,F,6.355,NA,T90,NA,700,NA,
CFPE27,400_28_3,28,400_28,405.52,28,cur,P,E,F,4.181,NA,T90,NA,400,NA,
CFPE3,400_31_3,31.1,400_31,459.07,31,cur,P,E,F,9.348,NA,T90,NA,400,NA,
CFPE41,700_31_2,30.9,700_31,677.35,31,eoc,P,E,F,8.349,NA,T90,NA,700,NA,
CFPE5,700_31_3,30.9,700_31,675.24,31,eoc,P,E,F,8.152,NA,T90,NA,700,NA,
CFPE7,2800_31_3,31,2800_31,3295.97,31,ext,P,E,F,9.58,NA,T90,NA,2800,NA,
CFPF3,400_31_3,31.1,400_31,459.07,31,cur,P,F,F,12.464,NA,T90,NA,400,NA,
CFPF5,400_28_3,28,400_28,405.52,28,cur,P,F,F,14.774,NA,T90,NA,400,NA,
CFPF9,700_31_2,30.9,700_31,677.35,31,eoc,P,F,F,13.106,NA,T90,NA,700,NA,
CFSC3,400_31_2,31.1,400_31,447.02,31,cur,S,C,F,10.175,NA,T90,NA,400,NA,
CFSF1,280_31_3,30.9,280_31,291.58,31,pre,S,F,F,9.061,NA,T90,NA,280,NA,
CFTA1,280_31_1,31,280_31,286.83,31,pre,T,A,F,21.287,NA,T90,NA,280,NA,
CFTA3,400_31_1,31.1,400_31,434.02,31,cur,T,A,F,22.776,NA,T90,NA,400,NA,
CFTA5,700_31_1,30.9,700_31,666.85,31,eoc,T,A,F,18.185,NA,T90,NA,700,NA,
CFTA7,2800_31_1,30.9,2800_31,3258.29,31,ext,T,A,F,2.351,NA,T90,NA,2800,NA,
CFTA9,400_28_1,28,400_28,408.25,28,cur,T,A,F,19.934,NA,T90,NA,400,NA,
CFTB1,280_31_1,31,280_31,286.83,31,pre,T,B,F,28.263,NA,T90,NA,280,NA,
CFTB3,400_31_1,31.1,400_31,434.02,31,cur,T,B,F,25.811,NA,T90,NA,400,NA,
CFTB5,700_31_1,30.9,700_31,666.85,31,eoc,T,B,F,23.153,NA,T90,NA,700,NA,
CFTB6,700_28_1,28,700_28,707.6,28,eoc,T,B,F,25.62,NA,T90,NA,700,NA,
CFTB7,2800_31_1,30.9,2800_31,3258.29,31,ext,T,B,F,17.136,NA,T90,NA,2800,NA,
CFTB8,400_28_1,28,400_28,408.25,28,cur,T,B,F,1.68,NA,T90,NA,400,NA,
CFTC3,400_31_2,31.1,400_31,447.02,31,cur,T,C,F,1.017,NA,T90,NA,400,NA,
CFTD3,400_31_2,31.1,400_31,447.02,31,cur,T,D,F,131.726,NA,T90,NA,400,NA,
CFTD6,700_28_2,28.1,700_28,707.17,28,eoc,T,D,F,8.314,NA,T90,NA,700,NA,
CFTD8,2800_28_2,28.1,2800_28,3336.47,28,ext,T,D,F,13.477,NA,T90,NA,2800,NA,
CFTF5,700_31_3,30.9,700_31,675.24,31,eoc,T,F,F,12.043,NA,T90,NA,700,NA,
CFTF6,700_28_3,28.1,700_28,689.5,28,eoc,T,F,F,22.768,NA,T90,NA,700,NA,
CNAA1,280_31_1,31,280_31,286.83,31,pre,A,A,N,15.444,NA,T90,NA,280,NA,
CNAB15,700_28_1,28,700_28,707.6,28,eoc,A,B,N,5.263,NA,T90,NA,700,NA,
CNAB5,700_31_1,30.9,700_31,666.85,31,eoc,A,B,N,12.294,NA,T90,NA,700,NA,
CNAB7,2800_31_1,30.9,2800_31,3258.29,31,ext,A,B,N,9.177,NA,T90,NA,2800,NA,
CNAC7,2800_31_2,30.9,2800_31,3301.59,31,ext,A,C,N,11.878,NA,T90,NA,2800,NA,
CNAD1,280_31_2,30.9,280_31,286.61,31,pre,A,D,N,11.811,NA,T90,NA,280,NA,
CNAE1,280_31_3,30.9,280_31,291.58,31,pre,A,E,N,9.232,NA,T90,NA,280,NA,
CNAF2,280_28_3,27.9,280_28,317.27,28,pre,A,F,N,12.532,NA,T90,NA,280,NA,
CNPA3,400_31_1,31.1,400_31,434.02,31,cur,P,A,N,10.348,NA,T90,NA,400,NA,
CNPA5,700_31_1,30.9,700_31,666.85,31,eoc,P,A,N,9.552,NA,T90,NA,700,NA,
CNPA7,2800_31_1,30.9,2800_31,3258.29,31,ext,P,A,N,8.038,NA,T90,NA,2800,NA,
CNPB14,280_31_1,31,280_31,286.83,31,pre,P,B,N,10.359,NA,T90,NA,280,NA,
CNPC1,280_31_2,30.9,280_31,286.61,31,pre,P,C,N,12.071,NA,T90,NA,280,NA,
CNPC12,400_28_2,28.1,400_28,400.02,28,cur,P,C,N,9.193,NA,T90,NA,400,NA,
